listing_id,district,community,listing_type,property_type,bedrooms,bathrooms,size_sqm,price_aed,price_per_sqm_aed,furnished,amenities,latitude,longitude,listed_date,status,agency_type
LST-00400,Al Ghadeer,Al Ghadeer Commons,sale,apartment,1,1,184,1076000,5848,true,covered_parking;kids_play_area,24.28904,54.76061,2026-04-14,available,brokerage
LST-00401,Saadiyat Island,Saadiyat Island Park,rent,apartment,4,3,162,167000,1031,false,concierge;ev_charger;shared_garden,24.53324,54.4264,2025-10-13,available,brokerage
LST-00402,Mohammed Bin Zayed City,Mohammed Bin Zayed City Square,rent,studio,0,1,45,42000,933,false,balcony;beach_access;concierge;kids_play_area;study,24.32046,54.54469,2026-01-31,let,developer_direct
LST-00403,Al Maryah Island,Al Maryah Island Commons,rent,villa,3,2,372,543000,1460,true,concierge;ev_charger,24.49407,54.37334,2025-07-16,available,brokerage
LST-00404,Zayed City,Zayed City Bay,rent,studio,0,1,29,21000,724,true,balcony;concierge;pool;security_24h;smart_home,24.34438,54.55119,2025-11-03,under_offer,brokerage
LST-00405,Yas Island,Yas Island Bay,sale,townhouse,3,3,299,3789000,12672,true,central_ac;concierge;covered_parking;maids_room;smart_home;study,24.50543,54.58755,2026-05-06,under_offer,developer_direct
LST-00406,Al Ghadeer,Al Ghadeer Towers,rent,studio,0,1,34,19000,559,true,beach_access;central_ac;pool;security_24h;shared_garden;study,24.28255,54.79774,2025-11-22,let,private_owner
LST-00407,Masdar City,Masdar City Square,rent,apartment,3,3,124,109000,879,true,balcony;kids_play_area;maids_room;security_24h,24.41663,54.62066,2026-01-01,under_offer,private_owner
LST-00408,Al Zahiyah,Al Zahiyah Park,rent,studio,0,1,30,27000,900,false,built_in_wardrobes;covered_parking;ev_charger;maids_room,24.47983,54.36152,2026-05-30,available,brokerage
LST-00409,Corniche,Corniche Square,sale,townhouse,3,3,286,4376000,15301,false,beach_access;built_in_wardrobes;covered_parking;ev_charger;security_24h,24.47846,54.32599,2026-05-12,available,brokerage
LST-00410,Al Bahia,Al Bahia Views,rent,apartment,1,2,238,132000,555,true,central_ac;covered_parking;maids_room;pool;security_24h;study,24.53506,54.67267,2026-04-21,available,brokerage
LST-00411,Masdar City,Masdar City Heights,rent,apartment,3,3,140,118000,843,false,balcony;ev_charger;maids_room;pool,24.43226,54.60304,2026-01-21,available,developer_direct
LST-00412,Al Maryah Island,Al Maryah Island Square,rent,apartment,4,4,85,106000,1247,false,beach_access;concierge;pool;smart_home,24.51622,54.3874,2025-10-20,under_offer,brokerage
LST-00413,Masdar City,Masdar City Towers,sale,villa,3,2,571,8499000,14884,true,central_ac;concierge;covered_parking;gym;kids_play_area;shared_garden,24.42419,54.60539,2026-04-30,sold,brokerage
LST-00414,Saadiyat Island,Saadiyat Island Square,sale,apartment,4,4,130,3008000,23138,false,beach_access;built_in_wardrobes;central_ac;covered_parking;ev_charger;gym,24.54861,54.44868,2025-08-31,available,brokerage
LST-00415,Khalifa City,Khalifa City Park,rent,penthouse,5,5,287,335000,1167,false,kids_play_area;pool;smart_home;study,24.43269,54.58355,2026-03-29,available,private_owner
LST-00416,Al Ghadeer,Al Ghadeer Residences,rent,townhouse,2,1,319,183000,574,true,built_in_wardrobes;gym;kids_play_area;pool;shared_garden,24.31532,54.79081,2025-07-06,under_offer,brokerage
LST-00417,Saadiyat Island,Saadiyat Island Quarter,rent,apartment,4,3,157,187000,1191,false,ev_charger;gym;kids_play_area;maids_room,24.52807,54.4456,2026-01-03,available,private_owner
LST-00418,Zayed City,Zayed City Commons,rent,apartment,4,5,63,44000,698,false,central_ac;gym,24.3189,54.56987,2025-06-11,let,developer_direct
LST-00419,Al Ghadeer,Al Ghadeer Residences,sale,apartment,1,2,69,518000,7507,false,balcony;ev_charger;kids_play_area;shared_garden;smart_home,24.29542,54.79805,2025-09-20,sold,developer_direct
LST-00420,Al Bateen,Al Bateen Towers,rent,apartment,4,3,101,102000,1010,true,central_ac;covered_parking;kids_play_area;shared_garden,24.44696,54.33737,2025-10-27,let,developer_direct
LST-00421,Al Maqta,Al Maqta Heights,rent,villa,4,4,542,375000,692,false,ev_charger;kids_play_area;maids_room;shared_garden;study,24.39818,54.52717,2025-12-14,under_offer,private_owner
LST-00422,Danet Abu Dhabi,Danet Abu Dhabi Heights,rent,villa,6,5,595,524000,881,false,concierge;ev_charger;kids_play_area;pool,24.42749,54.37286,2025-11-30,available,brokerage
LST-00423,Zayed City,Zayed City Square,sale,apartment,4,4,210,2076000,9886,false,beach_access;covered_parking;gym,24.32215,54.56774,2025-08-22,available,developer_direct
LST-00424,Corniche,Corniche Park,rent,studio,0,1,39,36000,923,false,concierge;gym,24.46748,54.35295,2026-04-27,let,brokerage
LST-00425,Al Bateen,Al Bateen Towers,rent,penthouse,5,5,428,442000,1033,true,concierge;covered_parking;gym;study,24.4613,54.31086,2025-12-18,available,developer_direct
LST-00426,Al Zahiyah,Al Zahiyah Towers,sale,apartment,2,2,173,1895000,10954,false,balcony;pool;study,24.50364,54.35971,2025-08-16,sold,developer_direct
LST-00427,Al Reef,Al Reef Square,sale,studio,0,1,35,232000,6629,true,concierge;ev_charger;gym;maids_room,24.43356,54.68032,2025-10-23,available,brokerage
LST-00428,Al Khalidiyah,Al Khalidiyah Commons,rent,studio,0,1,29,27000,931,false,covered_parking;kids_play_area;security_24h,24.47931,54.34136,2025-11-17,let,brokerage
LST-00429,Yas Island,Yas Island Park,sale,villa,4,4,392,6760000,17245,true,balcony;beach_access;covered_parking;shared_garden;smart_home;study,24.49946,54.59235,2025-10-27,under_offer,developer_direct
LST-00430,Mohammed Bin Zayed City,Mohammed Bin Zayed City Commons,rent,apartment,2,1,160,123000,769,false,balcony;built_in_wardrobes;covered_parking;smart_home,24.30772,54.55304,2025-09-19,under_offer,brokerage
LST-00431,Al Zahiyah,Al Zahiyah Residences,rent,studio,0,1,32,28000,875,true,balcony;covered_parking;pool;security_24h;smart_home;study,24.49422,54.38316,2026-02-20,let,developer_direct
LST-00432,Al Raha Beach,Al Raha Beach Square,rent,townhouse,2,1,306,444000,1451,true,concierge;covered_parking;ev_charger;pool;security_24h;smart_home,24.46135,54.60321,2025-12-12,available,brokerage
LST-00433,Al Bahia,Al Bahia Bay,rent,apartment,2,1,123,66000,537,true,beach_access;built_in_wardrobes;concierge;covered_parking;ev_charger;gym,24.56145,54.66922,2026-03-18,under_offer,private_owner
LST-00434,Saadiyat Island,Saadiyat Island Commons,sale,apartment,1,1,120,2115000,17625,false,balcony;shared_garden;study,24.52713,54.43762,2025-12-07,under_offer,brokerage
LST-00435,Al Khalidiyah,Al Khalidiyah Commons,rent,apartment,4,4,144,138000,958,false,central_ac;kids_play_area;study,24.47127,54.34816,2026-04-02,let,developer_direct
LST-00436,Al Reef,Al Reef Park,rent,penthouse,5,5,359,313000,872,true,central_ac;pool,24.43273,54.68848,2026-03-29,under_offer,private_owner
LST-00437,Al Raha Beach,Al Raha Beach Heights,rent,villa,6,6,278,363000,1306,false,balcony;central_ac;kids_play_area;maids_room;security_24h;study,24.44869,54.60276,2025-10-21,let,private_owner
LST-00438,Al Zahiyah,Al Zahiyah Commons,rent,apartment,3,2,165,132000,800,true,covered_parking;ev_charger;shared_garden;smart_home;study,24.47203,54.37854,2025-11-03,let,brokerage
LST-00439,Al Maryah Island,Al Maryah Island Views,rent,apartment,2,3,235,423000,1800,true,central_ac;ev_charger;gym,24.48666,54.40314,2026-01-31,available,brokerage
LST-00440,Al Reem Island,Al Reem Island Commons,rent,studio,0,1,47,43000,915,false,beach_access;central_ac;ev_charger;maids_room;pool;smart_home,24.49275,54.39257,2025-11-30,available,private_owner
LST-00441,Al Khalidiyah,Al Khalidiyah Quarter,rent,apartment,4,4,129,136000,1054,false,balcony;built_in_wardrobes;covered_parking;ev_charger;pool,24.46223,54.36248,2025-11-07,let,developer_direct
LST-00442,Al Maqta,Al Maqta Quarter,rent,penthouse,3,3,298,245000,822,false,concierge;covered_parking;kids_play_area;smart_home;study,24.40813,54.49163,2026-01-13,let,developer_direct
LST-00443,Al Ghadeer,Al Ghadeer Bay,sale,apartment,2,3,208,1388000,6673,false,built_in_wardrobes;pool;smart_home;study,24.31352,54.77718,2025-10-30,available,developer_direct
LST-00444,Al Shamkha,Al Shamkha Bay,rent,studio,0,1,34,27000,794,false,built_in_wardrobes;maids_room,24.33113,54.70353,2025-12-12,available,private_owner
LST-00445,Danet Abu Dhabi,Danet Abu Dhabi Quarter,rent,apartment,1,1,233,143000,614,false,central_ac;covered_parking;kids_play_area,24.41453,54.38528,2025-07-13,available,brokerage
LST-00446,Al Reef,Al Reef Quarter,rent,apartment,2,3,75,50000,667,false,balcony;covered_parking;gym;kids_play_area;maids_room;pool,24.43625,54.6924,2025-11-13,available,brokerage
LST-00447,Danet Abu Dhabi,Danet Abu Dhabi Park,rent,studio,0,1,46,41000,891,false,balcony;concierge,24.43089,54.39929,2025-09-01,available,brokerage
LST-00448,Khalifa City,Khalifa City Square,sale,villa,3,3,582,7917000,13603,false,beach_access;gym;study,24.43364,54.59641,2026-03-08,available,brokerage
LST-00449,Al Maqta,Al Maqta Quarter,rent,apartment,1,1,77,63000,818,false,balcony;covered_parking;shared_garden;smart_home;study,24.41335,54.49794,2026-04-14,let,private_owner
LST-00450,Danet Abu Dhabi,Danet Abu Dhabi Views,rent,townhouse,3,2,312,251000,804,true,built_in_wardrobes;concierge;maids_room;security_24h;study,24.41951,54.39722,2025-11-14,available,brokerage
LST-00451,Al Bahia,Al Bahia Park,sale,penthouse,5,4,368,4088000,11109,false,beach_access;central_ac;concierge;kids_play_area;security_24h;shared_garden,24.55069,54.66775,2026-05-25,available,brokerage
LST-00452,Khalifa City,Khalifa City Park,sale,townhouse,4,5,343,3959000,11542,true,built_in_wardrobes;gym,24.40697,54.60049,2026-05-18,sold,private_owner
LST-00453,Al Ghadeer,Al Ghadeer Park,sale,villa,4,5,264,2055000,7784,false,central_ac;covered_parking;ev_charger;maids_room;pool,24.28328,54.80033,2025-07-26,sold,developer_direct
LST-00454,Mohammed Bin Zayed City,Mohammed Bin Zayed City Park,sale,apartment,1,1,104,754000,7250,false,balcony;concierge;covered_parking;maids_room,24.31712,54.5269,2026-01-21,available,brokerage
LST-00455,Saadiyat Island,Saadiyat Island Commons,rent,apartment,2,1,158,140000,886,true,concierge;gym;security_24h,24.5416,54.41151,2025-11-07,available,brokerage
LST-00456,Al Bahia,Al Bahia Heights,sale,studio,0,1,48,419000,8729,true,beach_access;security_24h,24.55941,54.67995,2025-10-19,under_offer,brokerage
LST-00457,Al Maqta,Al Maqta Bay,sale,apartment,2,1,121,910000,7521,false,built_in_wardrobes;ev_charger;kids_play_area;security_24h;smart_home,24.40447,54.51618,2025-11-22,available,developer_direct
LST-00458,Al Maryah Island,Al Maryah Island Towers,rent,apartment,4,5,176,212000,1205,true,beach_access;smart_home,24.48933,54.41061,2025-10-16,available,developer_direct
LST-00459,Al Ghadeer,Al Ghadeer Quarter,rent,apartment,1,1,220,126000,573,false,ev_charger;maids_room,24.30723,54.79826,2025-09-24,available,developer_direct
LST-00460,Khalifa City,Khalifa City Bay,rent,studio,0,1,42,28000,667,false,concierge;ev_charger;pool;study,24.42379,54.56922,2026-04-10,available,private_owner
LST-00461,Corniche,Corniche Residences,rent,apartment,4,5,146,128000,877,true,concierge;covered_parking;maids_room;smart_home,24.45601,54.35099,2026-04-17,available,private_owner
LST-00462,Al Raha Beach,Al Raha Beach Heights,rent,townhouse,3,2,272,332000,1221,true,balcony;covered_parking;ev_charger;maids_room;shared_garden,24.45237,54.59963,2026-05-08,available,brokerage
LST-00463,Al Bahia,Al Bahia Residences,rent,villa,6,6,332,319000,961,false,built_in_wardrobes;security_24h;study,24.56118,54.67094,2025-08-19,available,brokerage
LST-00464,Corniche,Corniche Heights,rent,penthouse,3,3,414,452000,1092,false,gym;smart_home,24.45725,54.34398,2025-12-09,available,brokerage
LST-00465,Masdar City,Masdar City Square,rent,studio,0,1,50,41000,820,true,built_in_wardrobes;central_ac;smart_home;study,24.41312,54.6023,2025-07-28,under_offer,brokerage
LST-00466,Al Khalidiyah,Al Khalidiyah Gardens,rent,apartment,2,2,235,236000,1004,false,built_in_wardrobes;kids_play_area,24.48019,54.33785,2025-08-14,available,developer_direct
LST-00467,Al Bahia,Al Bahia Views,rent,villa,3,3,336,275000,818,false,balcony;central_ac;concierge;covered_parking,24.55668,54.64345,2025-11-19,available,brokerage
LST-00468,Al Ghadeer,Al Ghadeer Towers,rent,townhouse,3,2,350,241000,689,true,central_ac;gym;study,24.28244,54.76156,2026-05-06,under_offer,private_owner
LST-00469,Al Zahiyah,Al Zahiyah Commons,sale,villa,4,3,651,6370000,9785,false,ev_charger;gym;study,24.49252,54.39028,2025-06-24,available,brokerage
LST-00470,Al Raha Beach,Al Raha Beach Views,rent,studio,0,1,46,36000,783,false,ev_charger;gym;maids_room;study,24.47522,54.62447,2026-01-20,available,private_owner
LST-00471,Al Khalidiyah,Al Khalidiyah Heights,rent,townhouse,4,4,253,200000,791,true,gym;smart_home,24.45484,54.34875,2026-05-09,available,brokerage
LST-00472,Al Zahiyah,Al Zahiyah Views,rent,villa,5,5,337,372000,1104,false,balcony;beach_access;central_ac;concierge;security_24h,24.49809,54.37347,2025-12-22,available,developer_direct
LST-00473,Al Reef,Al Reef Quarter,rent,apartment,1,1,69,60000,870,false,balcony;built_in_wardrobes;covered_parking;gym;pool;smart_home,24.44211,54.71288,2025-11-02,available,developer_direct
LST-00474,Al Raha Beach,Al Raha Beach Views,sale,apartment,3,3,191,2598000,13602,true,built_in_wardrobes;central_ac;concierge;security_24h;smart_home,24.44795,54.59777,2026-02-13,available,developer_direct
LST-00475,Al Shamkha,Al Shamkha Residences,sale,studio,0,1,32,195000,6094,true,balcony;gym;maids_room;security_24h;study,24.34809,54.70112,2025-06-20,available,brokerage
LST-00476,Al Ghadeer,Al Ghadeer Residences,rent,apartment,3,2,230,98000,426,false,covered_parking;ev_charger,24.31227,54.78278,2025-06-12,available,brokerage
LST-00477,Yas Island,Yas Island Quarter,sale,studio,0,1,28,334000,11929,true,balcony;built_in_wardrobes;ev_charger;maids_room;pool,24.49964,54.60237,2026-02-10,available,brokerage
LST-00478,Zayed City,Zayed City Quarter,rent,apartment,1,1,99,91000,919,true,built_in_wardrobes;central_ac;concierge;security_24h;shared_garden,24.3388,54.54011,2025-12-04,available,brokerage
LST-00479,Khalifa City,Khalifa City Heights,sale,townhouse,2,1,307,3660000,11922,true,concierge;covered_parking;maids_room;pool,24.42578,54.59845,2025-06-07,sold,developer_direct
LST-00480,Zayed City,Zayed City Heights,sale,studio,0,1,32,356000,11125,false,balcony;beach_access;ev_charger;study,24.3279,54.54756,2026-04-19,available,private_owner
LST-00481,Al Reef,Al Reef Bay,rent,villa,4,4,301,249000,827,false,built_in_wardrobes;kids_play_area;maids_room;pool,24.42881,54.68246,2025-06-19,let,brokerage
LST-00482,Al Reef,Al Reef Bay,rent,studio,0,1,42,30000,714,false,central_ac;concierge;maids_room,24.44183,54.70812,2025-10-25,available,developer_direct
LST-00483,Yas Island,Yas Island Gardens,rent,townhouse,4,3,319,257000,806,false,central_ac;pool;security_24h;shared_garden;smart_home,24.49376,54.61576,2025-12-09,available,developer_direct
LST-00484,Al Bateen,Al Bateen Commons,sale,apartment,4,3,150,1622000,10813,false,central_ac;gym;smart_home;study,24.45924,54.34663,2025-07-15,available,private_owner
LST-00485,Al Bahia,Al Bahia Square,sale,townhouse,3,4,296,2618000,8845,false,beach_access;central_ac;concierge;kids_play_area;security_24h,24.53641,54.66117,2025-09-30,available,brokerage
LST-00486,Mussafah,Mussafah Park,sale,apartment,1,1,227,1475000,6498,false,central_ac;shared_garden,24.35979,54.48754,2026-05-13,available,brokerage
LST-00487,Al Raha Beach,Al Raha Beach Towers,rent,apartment,3,2,226,286000,1265,true,built_in_wardrobes;security_24h;shared_garden,24.47751,54.6202,2025-08-23,available,private_owner
LST-00488,Al Reem Island,Al Reem Island Commons,sale,apartment,4,4,232,2526000,10888,true,beach_access;central_ac;maids_room;pool;security_24h,24.47542,54.42747,2025-06-05,available,brokerage
LST-00489,Yas Island,Yas Island Park,rent,studio,0,1,45,50000,1111,true,gym;pool;security_24h;shared_garden;smart_home,24.47328,54.61921,2025-12-31,available,developer_direct
LST-00490,Al Maryah Island,Al Maryah Island Heights,rent,apartment,3,3,195,246000,1262,true,concierge;maids_room;smart_home;study,24.49651,54.39034,2025-06-24,let,brokerage
LST-00491,Al Reem Island,Al Reem Island Gardens,sale,studio,0,1,41,462000,11268,false,built_in_wardrobes;concierge;ev_charger;kids_play_area;pool;smart_home,24.47677,54.42045,2025-09-06,available,developer_direct
LST-00492,Al Bahia,Al Bahia Quarter,rent,villa,3,2,426,325000,763,true,built_in_wardrobes;concierge;kids_play_area;security_24h;shared_garden,24.5641,54.67796,2025-11-06,available,developer_direct
LST-00493,Al Khalidiyah,Al Khalidiyah Bay,rent,villa,4,5,279,297000,1065,true,beach_access;built_in_wardrobes;central_ac;ev_charger;pool;security_24h,24.46199,54.35203,2026-02-10,available,brokerage
LST-00494,Danet Abu Dhabi,Danet Abu Dhabi Park,rent,townhouse,4,4,280,288000,1029,true,ev_charger;gym;pool;security_24h,24.44575,54.3926,2026-05-08,under_offer,developer_direct
LST-00495,Al Reem Island,Al Reem Island Bay,sale,townhouse,2,1,225,3715000,16511,true,kids_play_area;pool;study,24.48626,54.42055,2026-02-18,under_offer,brokerage
LST-00496,Mussafah,Mussafah Quarter,rent,studio,0,1,38,28000,737,false,beach_access;smart_home,24.34562,54.52117,2025-08-24,available,brokerage
LST-00497,Saadiyat Island,Saadiyat Island Commons,sale,studio,0,1,39,1031000,26436,false,kids_play_area;maids_room,24.54904,54.43752,2026-03-15,sold,developer_direct
LST-00498,Al Reef,Al Reef Quarter,rent,villa,7,7,367,250000,681,true,balcony;built_in_wardrobes;kids_play_area;study,24.42793,54.7109,2025-11-03,available,brokerage
LST-00499,Al Maqta,Al Maqta Square,sale,apartment,3,3,231,2372000,10268,false,central_ac;security_24h,24.4178,54.52684,2026-02-11,under_offer,private_owner
LST-00500,Yas Island,Yas Island Square,rent,villa,7,6,539,516000,957,true,beach_access;security_24h;shared_garden;smart_home,24.48158,54.61778,2025-08-11,available,private_owner
LST-00501,Corniche,Corniche Quarter,sale,apartment,1,1,119,1547000,13000,false,built_in_wardrobes;concierge;covered_parking;gym;shared_garden;study,24.47293,54.32687,2025-07-08,available,developer_direct
LST-00502,Al Bahia,Al Bahia Heights,sale,townhouse,3,4,327,2598000,7945,false,gym;maids_room,24.54784,54.64662,2025-11-14,under_offer,developer_direct
LST-00503,Zayed City,Zayed City Park,rent,apartment,1,1,147,143000,973,false,central_ac;ev_charger;maids_room;shared_garden;study,24.31795,54.53575,2025-10-31,available,private_owner
LST-00504,Yas Island,Yas Island Commons,rent,apartment,2,1,224,203000,906,true,balcony;beach_access;gym,24.49358,54.61864,2025-12-08,available,developer_direct
LST-00505,Al Raha Beach,Al Raha Beach Park,rent,studio,0,1,45,34000,756,false,built_in_wardrobes;gym;security_24h,24.47132,54.61229,2026-02-27,let,brokerage
LST-00506,Masdar City,Masdar City Quarter,sale,studio,0,1,30,281000,9367,true,central_ac;ev_charger;gym;maids_room;shared_garden,24.41829,54.62273,2026-05-05,available,brokerage
LST-00507,Al Bateen,Al Bateen Park,rent,villa,4,4,478,328000,686,false,beach_access;covered_parking;gym;security_24h;shared_garden;smart_home,24.4389,54.35146,2025-11-09,under_offer,brokerage
LST-00508,Al Raha Beach,Al Raha Beach Square,sale,apartment,4,5,204,2602000,12755,false,central_ac;ev_charger;pool;security_24h;study,24.4772,54.62655,2025-08-19,available,developer_direct
LST-00509,Al Bahia,Al Bahia Residences,rent,apartment,4,5,82,49000,598,false,central_ac;maids_room,24.53733,54.67403,2025-08-05,available,private_owner
LST-00510,Al Bahia,Al Bahia Park,rent,apartment,2,2,56,40000,714,true,beach_access;covered_parking;ev_charger,24.53391,54.64667,2026-05-02,let,developer_direct
LST-00511,Al Maqta,Al Maqta Square,rent,apartment,4,4,157,98000,624,false,central_ac;gym;maids_room;smart_home,24.39346,54.51813,2026-01-23,available,brokerage
LST-00512,Al Maqta,Al Maqta Quarter,rent,apartment,2,3,182,136000,747,false,beach_access;kids_play_area;pool,24.39245,54.50899,2025-12-12,under_offer,private_owner
LST-00513,Al Zahiyah,Al Zahiyah Residences,rent,apartment,3,3,145,134000,924,false,balcony;maids_room;pool;shared_garden;study,24.48936,54.37014,2026-04-22,under_offer,brokerage
LST-00514,Saadiyat Island,Saadiyat Island Residences,rent,apartment,3,4,233,317000,1361,false,concierge;smart_home,24.54153,54.4384,2025-08-20,available,private_owner
LST-00515,Al Bahia,Al Bahia Gardens,sale,townhouse,3,3,282,3363000,11926,false,balcony;gym;shared_garden,24.56466,54.67835,2026-04-15,available,brokerage
LST-00516,Al Zahiyah,Al Zahiyah Park,sale,penthouse,3,4,251,3196000,12733,false,pool;study,24.47639,54.3588,2025-05-31,available,brokerage
LST-00517,Mohammed Bin Zayed City,Mohammed Bin Zayed City Gardens,rent,apartment,1,1,67,40000,597,true,beach_access;central_ac;concierge;ev_charger;maids_room,24.33142,54.53859,2025-08-17,available,brokerage
LST-00518,Corniche,Corniche Residences,sale,villa,4,4,654,9651000,14757,true,beach_access;built_in_wardrobes;concierge;security_24h;shared_garden;study,24.46355,54.34549,2025-11-18,under_offer,brokerage
LST-00519,Al Reef,Al Reef Bay,sale,apartment,2,2,57,360000,6316,true,built_in_wardrobes;concierge;maids_room;pool;shared_garden,24.43363,54.6794,2026-03-05,sold,brokerage
LST-00520,Al Maqta,Al Maqta Residences,sale,apartment,4,4,171,1593000,9316,false,concierge;kids_play_area;maids_room;smart_home,24.41591,54.4924,2025-07-06,under_offer,developer_direct
LST-00521,Danet Abu Dhabi,Danet Abu Dhabi Bay,rent,apartment,1,1,198,237000,1197,false,beach_access;covered_parking;kids_play_area;security_24h;smart_home,24.44828,54.37337,2026-01-12,available,brokerage
LST-00522,Al Reef,Al Reef Residences,sale,penthouse,4,5,294,2611000,8881,true,beach_access;central_ac;concierge;covered_parking;security_24h;shared_garden,24.42596,54.68481,2025-10-06,under_offer,brokerage
LST-00523,Al Zahiyah,Al Zahiyah Gardens,rent,townhouse,4,4,187,175000,936,true,balcony;built_in_wardrobes;central_ac;concierge;ev_charger;gym,24.49527,54.35634,2026-03-06,available,developer_direct
LST-00524,Al Reem Island,Al Reem Island Views,sale,apartment,4,3,61,794000,13016,true,built_in_wardrobes;concierge;covered_parking;pool,24.50885,54.38524,2025-11-17,available,brokerage
LST-00525,Al Khalidiyah,Al Khalidiyah Quarter,rent,apartment,3,3,84,79000,940,false,beach_access;central_ac;concierge;covered_parking;ev_charger;smart_home,24.45418,54.34946,2026-02-07,let,developer_direct
LST-00526,Zayed City,Zayed City Gardens,rent,studio,0,1,42,22000,524,true,balcony;kids_play_area;study,24.34357,54.53531,2025-08-10,available,brokerage
LST-00527,Danet Abu Dhabi,Danet Abu Dhabi Towers,rent,townhouse,3,3,297,307000,1034,false,built_in_wardrobes;central_ac;concierge;kids_play_area;study,24.41354,54.37591,2025-11-18,let,developer_direct
LST-00528,Corniche,Corniche Park,sale,apartment,1,2,183,2634000,14393,true,built_in_wardrobes;concierge;covered_parking;ev_charger;gym;maids_room,24.47606,54.35168,2026-04-27,available,developer_direct
LST-00529,Saadiyat Island,Saadiyat Island Gardens,rent,villa,3,4,374,465000,1243,true,built_in_wardrobes;central_ac;gym;shared_garden,24.54974,54.42761,2026-03-02,under_offer,brokerage
LST-00530,Al Bahia,Al Bahia Commons,sale,townhouse,4,3,267,2582000,9670,true,concierge;covered_parking;gym;security_24h,24.54564,54.65287,2025-11-22,under_offer,brokerage
LST-00531,Masdar City,Masdar City Gardens,rent,apartment,4,5,236,185000,784,true,gym;smart_home,24.41899,54.63399,2026-02-07,available,private_owner
LST-00532,Al Reef,Al Reef Towers,sale,villa,3,3,529,4143000,7832,true,balcony;security_24h,24.41979,54.69561,2025-12-24,available,developer_direct
LST-00533,Zayed City,Zayed City Bay,rent,apartment,1,1,183,157000,858,true,balcony;shared_garden,24.3253,54.52899,2025-11-30,under_offer,developer_direct
LST-00534,Danet Abu Dhabi,Danet Abu Dhabi Bay,rent,villa,3,3,591,538000,910,true,ev_charger;pool,24.43208,54.36985,2026-01-12,available,brokerage
LST-00535,Zayed City,Zayed City Quarter,rent,villa,3,4,626,558000,891,true,balcony;beach_access;ev_charger;pool;shared_garden;smart_home,24.3231,54.56247,2025-09-22,under_offer,brokerage
LST-00536,Al Shamkha,Al Shamkha Gardens,sale,townhouse,2,2,210,1878000,8943,false,beach_access;central_ac;concierge;covered_parking;smart_home,24.3261,54.72259,2026-05-22,available,brokerage
LST-00537,Al Maqta,Al Maqta Park,rent,studio,0,1,31,23000,742,false,concierge;maids_room;shared_garden,24.38772,54.50637,2025-12-24,available,private_owner
LST-00538,Al Raha Beach,Al Raha Beach Quarter,sale,penthouse,4,4,368,7049000,19155,true,beach_access;covered_parking;kids_play_area;shared_garden;study,24.46098,54.59711,2025-10-23,sold,private_owner
LST-00539,Mussafah,Mussafah Park,rent,apartment,1,1,209,101000,483,true,kids_play_area;study,24.34466,54.51687,2025-07-30,let,brokerage
LST-00540,Al Maryah Island,Al Maryah Island Residences,sale,apartment,2,2,212,4957000,23382,false,ev_charger;gym;shared_garden;smart_home,24.48855,54.38844,2026-04-01,available,brokerage
LST-00541,Al Maqta,Al Maqta Commons,rent,apartment,4,4,216,152000,704,true,built_in_wardrobes;central_ac,24.41359,54.52286,2025-07-17,let,developer_direct
LST-00542,Al Reef,Al Reef Residences,rent,apartment,2,1,140,88000,629,false,built_in_wardrobes;central_ac;maids_room,24.4376,54.68732,2025-12-01,available,brokerage
LST-00543,Al Reem Island,Al Reem Island Views,rent,apartment,3,3,133,122000,917,false,built_in_wardrobes;ev_charger,24.5064,54.40318,2025-08-11,available,developer_direct
LST-00544,Al Maryah Island,Al Maryah Island Views,rent,studio,0,1,41,55000,1341,false,kids_play_area;maids_room;pool;security_24h;study,24.4844,54.38028,2025-07-23,let,developer_direct
LST-00545,Mohammed Bin Zayed City,Mohammed Bin Zayed City Views,rent,apartment,4,4,232,168000,724,true,balcony;concierge;ev_charger;kids_play_area;shared_garden,24.31539,54.53892,2026-02-16,under_offer,private_owner
LST-00546,Danet Abu Dhabi,Danet Abu Dhabi Park,rent,studio,0,1,47,43000,915,false,central_ac;ev_charger;gym,24.43619,54.39768,2026-05-28,available,developer_direct
LST-00547,Masdar City,Masdar City Residences,sale,apartment,4,5,238,2988000,12555,true,balcony;beach_access;built_in_wardrobes;covered_parking;smart_home;study,24.41637,54.59976,2026-02-07,under_offer,developer_direct
LST-00548,Al Maqta,Al Maqta Residences,sale,studio,0,1,33,381000,11545,false,balcony;built_in_wardrobes;covered_parking;kids_play_area;shared_garden;smart_home,24.3907,54.52719,2025-12-09,available,brokerage
LST-00549,Al Reem Island,Al Reem Island Towers,sale,studio,0,1,45,574000,12756,false,central_ac;concierge;ev_charger;gym;smart_home;study,24.47669,54.42574,2025-11-07,available,developer_direct
LST-00550,Danet Abu Dhabi,Danet Abu Dhabi Square,rent,townhouse,2,1,198,128000,646,false,covered_parking;ev_charger;maids_room,24.42068,54.4099,2025-07-06,available,brokerage
LST-00551,Al Reem Island,Al Reem Island Park,rent,apartment,2,3,97,87000,897,false,concierge;ev_charger;kids_play_area;pool;smart_home;study,24.49413,54.41473,2026-04-14,available,brokerage
LST-00552,Zayed City,Zayed City Towers,sale,penthouse,3,2,282,3562000,12631,true,concierge;pool,24.31988,54.55787,2025-11-10,available,brokerage
